start	end	text
1798120	1798400	что у нас,
1798480	1798760	допустим,
1798900	1799760	одна голова
1799760	1800380	будет смотреть
1800380	1800740	на
1800740	1801820	какие-то
1801820	1802460	семантические
1802460	1802920	признаки,
1803000	1803360	другая на
1803360	1803900	лексические,
1804020	1804280	третья
1804280	1805900	еще на
1805900	1806940	что-то,
1806940	1807460	и
1807460	1808720	вот так
1808720	1809740	будут распределены
1809740	1810780	некие задачи.
1810780	1811340	на практике,
1811420	1811500	конечно,
1811620	1812200	так четко
1812200	1813080	они не разделяются,
1813880	1814060	но,
1814300	1814700	тем не менее,
1815840	1816540	часто получается так,
1816620	1817980	что головы
1817980	1818380	работают
1818380	1818740	чуть-чуть
1818740	1819240	по-разному,
1819780	1819960	и,
1820280	1820740	в конечном счете,
1820840	1821620	это улучшает
1821620	1823440	результат модели.
1825120	1825480	Ну,
1825540	1825740	собственно,
1825840	1827240	вот про разные роли,
1827880	1829500	что тут показано,
1829560	1830560	как разные головы
1830560	1832440	по-разному
1832440	1833540	вообще связывают
1833540	1834300	между собой
1834300	1836240	слова-предложения.
1836240	1838480	и
1838480	1839940	тут вывод
1839940	1840180	такой,
1840280	1840360	что
1840360	1841080	внимание модели
1841080	1841900	это не какая-то там
1841900	1842700	одна карта
1842700	1843400	такая большая,
1843640	1844200	а набор
1844200	1845440	специализированных карт
1845440	1846220	под каждую голову
1846220	1846640	и более того,
1846720	1847500	под каждый слой,
1847580	1847960	поскольку
1847960	1849520	функция внимания
1849520	1850780	применяется
1850780	1851580	не единожды
1851580	1852680	по ходу прохождения
1852680	1854060	данных
1854060	1854720	через модель.
1858460	1859360	Тут у нас
1859360	1860500	возникает проблема,
1861140	1861820	что если у нас
1861820	1862500	есть глубокое,
1862640	1863680	функций внимания
1863680	1864120	много,
1864120	1865720	ни один слой,
1865780	1866360	несколько подряд,
1866520	1867020	много голов,
1867640	1868260	как вообще
1868260	1869120	это все оценить.
1871420	1872000	Внимание
1872000	1872880	на одной конкретной
1872880	1873340	голове,
1873620	1874220	на одном конкретном
1874220	1874580	слое,
1874620	1875320	это только часть
1875320	1876120	общей картины,
1877060	1878420	а глубокие сети
1878420	1878740	информации
1878740	1879160	проходят через
1879160	1879760	много слоев.
1881080	1882000	Существует метод
1882000	1882820	attention rollout,
1883340	1883700	метод,
1883880	1884860	который решает
1884860	1885900	именно эту задачу,
1886360	1886940	агрегирует
1886940	1887620	веса внимания
1887620	1888240	по всем словам
1888240	1888540	сразу,
1888680	1889480	получает итоговую
1889480	1890000	такую карту
1890000	1890520	внимания,
1891200	1891900	как в итоге
1891900	1892740	каждый входной
1892740	1893120	токен
1893120	1894260	влияет на
1894260	1895260	финальный результат
1895260	1895920	с учетом
1895920	1896440	всего пути
1896440	1897000	через сеть.
1900100	1901140	Идея реализации
1901140	1901780	достаточно простая,
1901840	1902580	это последовательно
1902580	1904180	просто перемножить
1904180	1905000	матрицы внимания
1905000	1905460	слоев,
1906800	1907440	учитывая при этом
1907440	1907940	остаточные
1907940	1909160	резидуио связи,
1909560	1910180	накапливая
1910180	1910780	вот таким образом
1910780	1911200	вход,
1913440	1913720	вклад
1913720	1914680	каждого входного
1914680	1915200	элемента.
1916480	1916940	И, в общем-то,
1917000	1917620	достаточно часто
1917620	1918320	применяется
1918320	1920680	для работы
1920680	1923080	с последовательностями
1923080	1923880	с помощью
1923880	1924380	архитектурных
1924380	1924920	трансформеров.
1929000	1929640	Но
1929640	1931320	attention map
1931320	1931920	это все еще
1931920	1932540	карта внимания,
1932660	1933140	которая просто
1933140	1933580	является
1933580	1935420	матрицей
1935420	1935760	вот этих
1935760	1937220	весов
1937220	1937700	внимания
1937700	1938460	между токенами
1938460	1939240	и позициями.
1940040	1940500	Она обычно
1940500	1941060	визуализируется
1941060	1941400	как
1941400	1942500	плавая карта,
1943500	1944580	полезна для
1944580	1945040	отладки,
1945680	1946320	где модель
1946320	1946760	конкретно
1946760	1947440	концентрируется
1947440	1948500	на каких признаках,
1949000	1949660	есть ли какие-то
1949660	1950360	осмысленные
1950360	1951340	паттерны в ней.
1952280	1952780	Но
1952780	1953420	тут важная
1953420	1953920	оговорка.
1955020	1955600	Внимание
1955600	1956120	не равно
1956120	1956700	объяснению.
1957140	1957940	Сейчас в литературе
1957940	1958660	идет прямая
1958660	1959340	дискуссия на эту
1959340	1959600	тему.
1960740	1961180	Сырые
1961180	1961940	веса
1961940	1962320	внимания
1962320	1962860	не всегда
1962860	1963760	причина связана
1963760	1964640	с итоговым решением
1964640	1965060	модели.
1966020	1966220	Это
1966220	1967440	стоит
1967440	1967900	к ним
1967900	1968320	относиться
1968320	1968880	как к
1968880	1969380	февристике,
1969720	1969860	а не
1969860	1970900	к строгому
1970900	1972000	доказательству.
1972000	1976840	отдельная
1976840	1977500	актуальная
1977500	1977920	тема
1977920	1979500	цепочки
1979500	1980120	рассуждений,
1980260	1980680	когда модель
1980680	1981520	проговаривает
1981520	1982280	промежуточные
1982280	1982660	шаги
1982660	1983360	рассуждения
1983360	1984040	перед финальным
1984040	1984460	ответом,
1984540	1984740	что дает
1984740	1984980	человек
1984980	1985400	отчитаемое
1985400	1985900	объяснение
1985900	1987040	кода решения.
1987880	1988420	Из плюсов
1988420	1989380	заметно повышает
1989380	1989920	качество на
1989920	1990220	сложных
1990220	1990700	пошаговых
1990700	1991120	задачах,
1991240	1991800	проверит
1991800	1992280	логику по
1992280	1992620	шагам,
1993000	1993140	но
1993140	1993900	вербализация
1993900	1994420	рассуждений
1994420	1995100	не гарантирует
1995100	1996280	то, что
1996280	1996560	модель
1996560	1996940	на самом
1996940	1997200	деле
1997200	1997620	вычислила
1997620	1997980	внутри.
1998620	1998780	И
1998780	1999440	рассуждение
1999440	1999740	может
1999740	2000120	выглядеть
2000120	2000700	красивым,
2000700	2001260	но
2001260	2002980	достоверно
2002980	2005180	не отражающим
2005180	2005640	реальный
2005640	2006160	внутренний
2006160	2006620	процесс.
2010800	2011600	И
2011600	2012640	такой
2012640	2013860	главный
2013860	2014060	вывод,
2014160	2014240	что
2014240	2015680	универсального
2015680	2016300	какого-то
2016300	2016760	метода
2016760	2017560	на все
2017560	2017880	случаи
2017880	2018200	жизни,
2018960	2019500	даже для
2019500	2020260	трансформеров,
2020400	2020700	по тому,
2020820	2021580	как интерпретировать
2021580	2022380	результаты работы
2022380	2022760	моделей,
2023680	2024760	не существует.
2025240	2025420	И
2025420	2025960	для каждой
2025960	2026420	конкретной
2026420	2026900	архитектуры,
2026980	2027340	для каждой
2027340	2027740	конкретной
2027740	2028040	модели
2028040	2028880	нужно подбирать
2028880	2029460	что-то
2029460	2029740	свое.
2029740	2030840	для
2030840	2031400	сверточных
2031400	2031780	сетей,
2032440	2033040	это тоже
2033040	2033260	там
2033260	2033560	карты
2033560	2034080	активации
2034080	2034780	существуют,
2035940	2036320	для
2036320	2036800	RNN,
2036860	2037240	LSTM,
2037320	2037360	это
2037360	2037840	анализ
2037840	2038180	критого
2038180	2038700	состояния,
2038780	2038940	плата
2038940	2039280	отдельных
2039280	2039600	шагов
2039600	2040240	последовательных,
2040300	2040860	можно
2040860	2042120	отслеживать
2042120	2042520	буквально
2042520	2043040	по слоям,
2043140	2043300	как
2043300	2043960	классификатор
2043960	2044520	разделяет
2044520	2045160	постепенно
2045160	2046660	выборки.
2049960	2050800	Трансформеры
2050800	2051860	ELM,
2051980	2052060	это
2052060	2054420	мапы,
2055640	2056180	rollout,
2056180	2057680	различные
2057680	2058560	классификаторы,
2058720	2059080	цепочки
2059080	2059760	рассуждений,
2060800	2061860	и тут
2061860	2062880	практический
2062880	2063100	вывод,
2063200	2063640	что выбирая
2063640	2064200	архитектуру
2064200	2065100	для будущих
2065100	2065360	ваших
2065360	2065860	суррогатных
2065860	2066180	моделей,
2066640	2067400	сразу закладывайте,
2067520	2068040	как вы будете
2068040	2069140	их интерпретировать,
2069940	2070440	насколько это
2070440	2071280	важный
2071280	2071700	аспект.
2073460	2074180	Теперь
2074180	2076140	следующий
2076140	2076760	раздел,
2076920	2077260	что такое
2077260	2078160	суррогатные
2078160	2078520	модели,
2080680	2081560	максимально
2081560	2081860	близкий,
2081920	2082260	максимально
2082260	2082780	практический
2082780	2083140	для вас
2083140	2084680	раздел.
2086260	2086900	Суррогатная
2086900	2087140	модель,
2087200	2087560	иногда еще
2087560	2088140	называют
2088140	2089420	метамодель
2089420	2090260	или эмулятор,
2090400	2090660	это
2090660	2091260	быстрая
2091260	2092000	аппроксимация
2092000	2093800	дорогого
2093800	2094620	источника
2094620	2095040	истины,
2095100	2095640	как физической
2095640	2096200	симуляции
2096200	2096800	или реального
2096800	2097520	эксперимента.
2098660	2099040	Строится
2099040	2099660	она по
2099660	2100320	ограниченному
2100320	2100940	набору
2100940	2101780	дорогих
2101780	2102300	прогонов
2102300	2103580	симулятора
2103580	2104660	и
2104660	2105060	учится
2105060	2105660	предсказывать
2105660	2106080	его выход
2106080	2107300	на входные
2107300	2107840	параметры,
2107960	2108320	но при этом
2108320	2109340	работает в разы,
2109760	2110060	часто
2110060	2111740	на порядке
2111740	2112320	быстрее.
2112780	2115440	Отсюда
2115440	2115760	понятно,
2115880	2116180	зачем это
2116180	2116420	нужно.
2116580	2117060	Один точный
2117060	2117320	расчет
2117320	2117660	физического
2117660	2118060	симулятора
2118060	2118320	может
2118320	2119600	занимать
2119600	2119900	часы,
2119980	2120220	дни,
2121040	2122400	и
2122400	2123060	получается,
2123260	2123460	что для
2123460	2123880	перебора
2123880	2124280	тысячи
2124280	2124780	сценариев,
2124960	2125040	для
2125040	2125740	оптимизации
2125740	2126400	или для
2126400	2127400	анализа
2127400	2128180	неопределенности,
2128260	2128720	для быстрого
2128720	2129100	принятия
2129100	2129520	решения
2129520	2130780	это
2130780	2132080	не
2132080	2132520	подходит.
2135720	2136360	Таким
2136360	2136620	образом
2136620	2137700	строится
2137700	2138040	некая
2138040	2138780	суррогатная
2138780	2139000	модель,
2139060	2139340	которая
2139340	2139660	может
2139660	2140420	быстро
2140420	2140940	решать.
2141360	2141460	И
2141460	2141740	внизу
2141740	2142020	некая
2142020	2142660	диаграмма
2142660	2142980	у меня
2142980	2145020	физический
2145020	2145460	симулятор,
2145580	2145800	который
2145800	2147540	долго считается.
2147660	2148220	Собираем
2148220	2149620	данные,
2149780	2150140	обучаем
2150140	2150720	этих данных
2150720	2151300	суррогатную
2151300	2151580	модель
2151580	2153000	и получаем
2153000	2153380	достаточно
2153380	2154720	быстрые
2154720	2155320	прогнозы.
2155320	2155920	прогнозы.
2156640	2156780	Да,
2156820	2157500	с погрешностями,
2157820	2158020	но
2158020	2159780	зато
2159780	2160200	гораздо
2160200	2160640	быстрее.
2164640	2165200	Тут
2165200	2166140	важно,
2166460	2166860	почему это
2166860	2167340	особенно
2167340	2169040	применимо
2169040	2169880	к вашим
2169880	2170200	трекам.
2171000	2171740	Симулятор
2171740	2172100	пласта
2172100	2173380	достаточно
2173380	2173960	сложная
2173960	2174880	вычислительная
2174880	2177060	задача.
2177060	2180620	соответственно,
2180620	2182560	из-за
2182560	2182840	этого
2182840	2183620	возникает
2183620	2184300	требование
2184300	2184840	в отрасли
2184840	2185200	для
2185200	2187040	прокси-моделей
2187040	2187820	изначально
2187820	2189900	и
2189900	2190660	современные
2190660	2190880	уже
2190880	2191240	LST
2191240	2192660	трансформеры.
2193540	2194080	Суррогат
2194080	2195260	особенно
2195260	2195660	оправдан
2195660	2195860	там,
2195980	2196480	где решение
2196480	2197260	принимается
2197260	2197880	многократно,
2197980	2198280	быстро,
2198520	2199120	и оптимизация
2199120	2199780	режима работы
2199780	2200160	скважин
2200160	2201160	отличная
2201160	2202460	для того
2202460	2203060	применения.
2203060	2206920	как теперь
2206920	2207980	конкретный
2207980	2208720	временной ряд
2208720	2209000	становится
2209000	2209420	суррогатной
2209420	2209940	моделью.
2210680	2211340	Идея
2211340	2212000	простая,
2212080	2212240	вместо
2212240	2212600	полного
2212600	2212960	физического
2212960	2213380	расчета
2213380	2215180	LSTM
2215180	2215520	или
2215520	2216300	трансформер,
2216940	2217180	какая-то
2217180	2217480	другая
2217480	2218080	архитектура
2218080	2219060	предсказывает
2219060	2219560	динамику
2219560	2220240	интересующего
2220240	2221800	нас показателя
2221800	2223200	по входным
2223200	2223920	управляющим
2223920	2224460	параметрам.
2225900	2226240	Это уже
2226240	2227080	проверенный
2227080	2227680	подход
2227680	2228340	на практике
2228340	2232540	и
2232540	2234100	встречается
2234100	2235880	в литературе
2235880	2236720	достаточно часто.
2238560	2239280	Есть
2239280	2240000	другой
2240000	2242520	прием,
2242700	2242800	это
2242800	2243500	предобучение
2243500	2244140	на дешевых
2244140	2244780	грубых сетках
2244780	2245440	и обучение
2245440	2246120	на малом числе
2246120	2246560	дорогих
2246560	2247240	детальных
2247240	2247680	прогонов.
2247820	2247940	То есть
2247940	2248240	уже
2248240	2249060	в сторону
2249060	2249980	трансфреленок
2249980	2250420	и
2250420	2252920	с
2252920	2253820	различными
2253820	2254160	данными.
2254980	2255680	Сначала
2255680	2256100	просто
2256100	2257620	делаем
2257620	2259720	какую-то
2259720	2259940	такую
2259940	2260340	грубую
2260340	2260680	модель
2260680	2261280	и дальше
2261280	2261540	уже
2261540	2261800	ее
2261800	2262420	дообучаем
2262420	2263940	более
2263940	2264980	конкретно.
2269080	2269860	Откуда
2269860	2270100	вообще
2270100	2270580	берутся
2270580	2271500	данные
2271500	2271680	для
2271680	2272120	суррогата?
2272940	2273280	Это
2273280	2274100	принципиально
2274100	2274780	отличает
2274780	2275200	задачи
2275200	2275320	от
2275320	2276240	привычных
2276240	2276920	ML-задач.
2277520	2277940	Обычно
2277940	2278300	данные
2278300	2278700	уже даны
2278700	2279200	заранее,
2279920	2280300	кем-то
2280300	2280840	собраны,
2281220	2282080	профифицированы
2282080	2282600	может быть
2282600	2282900	даже.
2283540	2283740	Здесь
2283740	2284000	не так.
2284100	2284280	Данные
2284280	2284460	для
2284460	2284820	суррогата
2284820	2285040	нужно
2285040	2285440	специально
2285440	2286080	сгенерировать
2286080	2286520	и запускать
2286520	2286980	дорогой
2286980	2287580	эксперимент,
2288100	2288420	фигический
2288420	2288940	симулятор
2288940	2289620	и заранее
2289620	2290460	выбранных
2290460	2290840	точках
2290840	2291320	пространства
2291320	2291640	входных
2291640	2292080	параметров.
2292420	2293140	И
2293140	2293480	здесь
2293480	2293900	целая
2293900	2294800	дисциплина
2294800	2295360	дизайновый
2295360	2295840	эксперимент.
2298200	2298960	И
2298960	2299820	один из
2299820	2300740	аспектов,
2301800	2302160	какую
2302160	2302560	сетку
2302560	2302860	выбрать.
2302860	2303940	бывает
2303940	2304520	равномерная
2304520	2304920	сетка
2304920	2305220	или
2305220	2305700	случайная
2305700	2306140	выборка,
2306800	2306920	или
2306920	2307960	специальная
2307960	2310080	letting
2310080	2310860	supercube
2310860	2311280	sampling,
2313080	2314720	которая
2314720	2316100	специально
2316100	2316900	сконструирована
2316900	2317640	таким образом,
2318260	2319100	чтобы гарантировать,
2319200	2319660	что по каждому
2319660	2320140	измерению
2320140	2320680	пространства
2320680	2321140	параметров
2321140	2321400	точки
2321400	2321840	распределены
2321840	2322560	равномерно.
2323140	2323400	То есть
2323400	2324800	именно
2324800	2325400	в каждом
2325400	2326680	отдельном
2326680	2327140	измерении
2327140	2327720	признаков.
2327720	2328520	и в итоге
2328520	2329480	покрытие
2329480	2329920	получается
2329920	2330540	заметно
2330540	2332200	лучше,
2332620	2333120	чем при
2333120	2333700	каких-то
2333700	2334560	других подходах.
2334560	2340700	очевидно,
2340940	2341380	чем лучше
2341380	2342320	у нас покрытие,
2342680	2343020	чем оно
2343020	2343720	равномернее,
2344380	2345120	тем проще
2345120	2345440	модели
2345440	2345980	обучиться.
2347820	2348620	В том
2348620	2349040	смысле,
2350380	2351680	что
2351680	2352200	нет
2352200	2352640	каких-то
2352640	2353600	неопределенностей,
2353880	2354280	и мы
2354280	2354640	не будем
2354640	2355020	требовать
2355020	2355580	от модели
2355580	2358320	некой
2358320	2359500	экстраполяции,
2360740	2361840	которая
2361840	2362940	может
2362940	2363240	плохо
2363240	2363800	закончиться.
2364560	2366960	отдельный
2366960	2368160	направление,
2368640	2369100	физически
2369100	2369920	обусловленный
2369920	2370300	подход.
2373920	2374100	Вот.
2377700	2378940	Когда
2378940	2379880	у нас
2379880	2380460	в
2380460	2382540	сеть
2382540	2383740	она
2383740	2384240	одновременно
2384240	2384960	обучается
2384960	2386000	подгонять
2386000	2386900	данные
2386900	2387880	под физику,
2388520	2388840	и
2388840	2389820	функцию
2389820	2390440	ошибки
2390440	2390880	уже
2390880	2391900	закладывается
2391900	2392580	здесь
2392580	2393020	физика.
2393020	2394540	есть
2394540	2394880	более
2394880	2395360	легкие
2395360	2397340	альтернативы,
2397680	2398180	когда модель
2398180	2398800	предсказывает
2398800	2399040	не
2399040	2399420	сырой
2399420	2399680	результат,
2399840	2400340	а поправку
2400340	2400880	к упрощенной
2400880	2401300	физической
2401300	2401720	модели,
2402500	2402900	и она
2402900	2403280	берет
2403280	2404340	лучшие
2404340	2405560	подходы
2405560	2406340	чистого
2406340	2407260	ML и
2407260	2409700	PIN,
2409880	2410640	так называемого.
2410640	2417380	главный
2417380	2418180	подводный
2418180	2418900	камень
2418900	2419420	суррогатного
2419420	2420060	моделирования,
2420380	2420800	которым нужно
2420800	2421200	помнить
2421200	2422080	постоянно,
2422380	2422500	это
2422500	2424420	риск
2424420	2426700	экстраполяции.
2427660	2428300	Суррогат
2428300	2428720	опущен
2428720	2428980	на
2428980	2429720	конечном
2429720	2430480	ограниченном
2430480	2430920	диапазоне
2430920	2431300	входных
2431300	2431760	параметров,
2432100	2432620	и за
2432620	2432780	его
2432780	2433240	пределами
2433240	2433760	прогноз
2433760	2435780	не
2435780	2436500	гарантирован.
2436500	2438920	и на графике
2438920	2439600	справа
2439600	2440180	это показано
2440180	2440640	наглядно,
2441200	2441760	когда у нас
2441760	2443480	истинная
2443480	2443840	физика,
2443940	2444420	симулятор
2444420	2445620	начинает
2445620	2446200	расходиться
2446200	2447800	с суррогатной
2447800	2448260	моделью
2448260	2449680	в зоне
2449680	2451360	экстраполяции.
2456020	2457060	Поэтому
2457060	2458260	перед использованием
2458260	2458800	суррогата
2458800	2460060	для оптимизации
2460060	2460500	проверяйте,
2460600	2461000	не выходят
2461000	2462000	ли предложенные
2462000	2462420	решения
2462420	2463480	за диапазон
2463480	2464020	обучающих
2464020	2464440	данных.
2466500	2469140	другие
2469140	2469740	подводные
2469740	2470220	камни,
2470260	2470740	которые стоит
2470740	2471080	держать
2471080	2471500	в уме,
2471980	2472180	это
2472180	2474720	переобучение
2474720	2475540	под артефакты
2475540	2476120	симулятора.
2476760	2477060	Суррогат
2477060	2477440	в принципе
2477440	2477880	может
2477880	2478580	выучить
2478580	2478920	не саму
2478920	2479320	физику,
2479600	2480260	а особенности
2480260	2480740	конкретной
2480740	2481060	численной
2481060	2481480	схемы
2481480	2481660	того
2481660	2482220	симулятора,
2482300	2482760	на прогонах
2482760	2483380	которого он
2483380	2483880	обучался.
2484920	2485700	И тогда
2485700	2487340	он не
2487340	2487700	будет
2487700	2489560	точнее
2489560	2489840	того,
2490000	2490160	на чем
2490160	2490560	обучен.
2493020	2493660	И
2493660	2494520	в некоторых
2494520	2495460	всем
2495460	2495740	плохих
2495740	2496040	случаях
2496040	2496460	будет даже
2496460	2497580	воспроизводить
2497580	2498500	специфические
2498500	2498980	численные
2498980	2499540	погрешности
2499540	2500080	того метода,
2500160	2500540	на котором
2500540	2501180	он обучался.
2502240	2502720	Второе
2502720	2503200	это физическая
2503200	2503920	правдоподобность.
2504040	2504360	Прогнозы
2504360	2504720	суррогата
2504720	2505040	могут
2505040	2505620	нарушать
2505620	2506160	законы
2506160	2506960	сохранения
2506960	2507180	или
2507180	2507820	монотонности,
2511820	2513240	что тоже
2513240	2513740	может быть
2513740	2514440	критично.
2514680	2514900	И стоит
2514900	2515420	закладывать
2515420	2516220	такие проверки
2516220	2519020	на такие
2519020	2519580	нарушения.
2520180	2520500	Может быть
2520500	2520800	какие-то
2520800	2521200	штрафы,
2521280	2521560	функции
2521560	2522040	потери,
2523000	2523260	функции
2523260	2523640	ошибки.
2523640	2525360	и
2525360	2525760	третий
2525760	2526200	момент
2526200	2526560	это
2526560	2526920	оценка
2526920	2527720	неопределенности.
2529120	2529380	Хорошая
2529380	2529840	суррогатная
2529840	2530140	модель
2530140	2533220	не только
2533220	2534620	предсказывает
2534620	2535000	какие-то
2535000	2535560	значения,
2535680	2535940	но и
2535940	2536360	в каком-то
2536360	2536640	смысле
2536640	2537720	понимает,
2537940	2538120	насколько
2538120	2538700	он уверен
2538700	2538920	в этом
2538920	2539460	прогнозе.
2540020	2540340	Особенно
2540340	2540800	важно
2540800	2541160	ближе
2541160	2541700	к границам
2541700	2542380	обучающего
2542380	2542920	диапазона.
2546540	2547260	Дальше
2547260	2547820	поговорим
2547820	2548900	пятый уже
2548900	2549260	раздел
2549260	2551520	reinforcement learning
2551520	2552280	обучение
2552280	2552960	с подкреплением.
2555240	2555960	Это
2555960	2556320	достаточно
2556320	2556860	широкая
2556860	2557320	область.
2557720	2557840	Тут
2557840	2558060	все
2558060	2558960	достаточно
2558960	2560840	компактно
2560840	2561300	в разделе.
2567040	2567800	Логика
2567800	2568160	какая?
2568360	2568640	Агент
2568640	2568840	у нас
2568840	2570080	существует
2570080	2570460	специальный
2570460	2570900	агент,
2571040	2571320	который
2571320	2571880	взаимодействует
2571880	2572400	со средой.
2572920	2573020	И
2573020	2573500	на каждом
2573500	2573760	шаге
2573760	2574280	он наблюдает
2574280	2574780	состояние
2574780	2575060	S,
2575200	2575520	выбирая
2575520	2575960	действия,
2576160	2576260	а
2576260	2576800	состояние
2576800	2577020	своей
2577020	2578060	политикой
2578060	2578920	и
2578920	2579660	получает
2579660	2580260	награду
2580260	2581000	R
2581000	2581720	и переходит
2581720	2582180	в новое
2582180	2582880	состояние.
2583440	2583720	Некая
2583720	2583960	такая
2583960	2584440	формальная
2584440	2585000	математическая
2585000	2585400	рамка
2585400	2587100	это
2587100	2588680	маркерский
2588680	2589020	процесс
2589020	2589520	принятия
2589520	2589960	решений.
2590700	2590900	Когда у
2590900	2591080	нас
2591080	2592780	она включает
2592780	2593280	состояние
2593280	2593620	действия
2593620	2594140	вероятности
2594140	2594720	перехода
2594720	2595000	между
2595000	2595680	состояниями
2595680	2596240	награды,
2596320	2596760	коэффициент,
2597820	2598380	сконтирование
2598380	2598740	гаммы,
2598840	2599000	который
2599000	2599720	дает баланс
2599720	2600040	между
2600040	2600600	немедленной
2600600	2601220	и долгосрочной
2601220	2601740	выгодкой.
2602440	2603160	Грубо говоря,
2603240	2603440	насколько
2603440	2603740	агент
2603740	2604300	нетерпелив.
2605260	2606080	Ключевые
2606080	2606580	отличия от
2606580	2607060	привычного
2607060	2607340	нам
2607340	2609300	Superwise Learning
2609300	2609940	потому,
2610000	2610240	что здесь
2610240	2610480	нет
2610480	2611160	разметки
2611160	2611660	правильных
2611660	2612180	ответов.
2613140	2613520	Обучение
2613520	2614080	идет методом
2614080	2614680	проб и ошибок
2614680	2615140	ориентируясь
2615140	2615560	на сигнал
2615560	2615960	наград,
2616520	2616780	причем
2616780	2617300	этот сигнал
2617300	2617560	часто
2617560	2617960	отложен
2617960	2618360	во времени
2618360	2619120	и разрежен.
2619580	2619700	То есть
2619700	2620340	происходит
2620340	2621160	нечасто
2621160	2621640	и не сразу
2621640	2622300	после действия,
2622540	2622660	которое
2622660	2623600	ему привело.
2624620	2625320	И на диаграмме
2625320	2626080	такая классическая
2626080	2626580	схема
2626580	2627580	взаимодействия
2627580	2628060	агента
2628060	2628660	со средой.
2632200	2632900	Кратко
2632900	2633280	пройдемся
2633280	2633840	по основным
2633840	2634340	семействам
2634340	2635560	методов
2635560	2636860	Reinformation Learning.
2637340	2640000	буквально
2640000	2640340	на уровне
2640340	2640800	ориентировки
2640800	2641080	не было
2641080	2641440	какие-то
2641440	2641760	детали.
2643300	2643660	Существуют
2643660	2644240	Value Based
2644240	2644600	методы,
2644880	2645140	например,
2645220	2645620	Cool Learning
2645620	2647380	или его
2647380	2648340	нейросетивый вариант
2648340	2649480	DQNN,
2649940	2650140	Deep
2650140	2650620	Network.
2651080	2651360	Модель
2651360	2652020	учит оценку
2652020	2652420	ценностей
2652420	2653040	каждого действия
2653040	2653360	в каждом
2653360	2653840	состоянии,
2653920	2654200	а затем
2654200	2654600	действует,
2655060	2655760	просто выбирая
2655760	2656140	действия
2656140	2656540	с лучшей
2656540	2656980	оценкой.
2656980	2659580	Policy Based
2659580	2660320	или Policy
2660320	2661120	Gradient
2661120	2661520	методы,
2662160	2663560	например,
2663820	2664640	очень популярный
2664640	2665080	сегодня
2665080	2666800	Proximal
2666800	2667080	Policy
2667080	2667640	Optimization,
2667840	2668060	модель
2668060	2668560	напрямую
2668560	2669180	учит саму
2669180	2669680	политику,
2670220	2670420	то есть
2670420	2671020	отображение
2671020	2671660	и состояние
2671660	2672200	в действии
2672200	2673140	без промежуточной
2673140	2673700	оценки
2673700	2674480	ценностей.
2674980	2675380	Такие методы
2675380	2676640	обычно более устойчивы,
2676780	2676920	там,
2677000	2677500	где управляющие
2677500	2677920	параметры
2677920	2678560	непрерывны.
2678560	2681460	И еще
2681460	2682140	одна важная
2682140	2683100	развилка
2683100	2683380	это
2683380	2683920	Model Free
2683920	2684580	и Model Based.
2685760	2686800	Model Free
2686800	2687220	методы
2687220	2687720	учатся
2687720	2688420	исключительно
2688420	2689860	на непосредственном
2689860	2690460	взаимодействии
2690460	2690940	со средой,
2691060	2691600	а Model Based
2691600	2692020	использует
2692020	2692420	явную
2692420	2693260	или самостоятельно
2693260	2693880	выученную
2693880	2694540	модель
2694540	2695020	динамики
2695020	2695420	среды,
2695720	2696380	чтобы заранее
2696380	2697280	планировать действия,
2697820	2698380	не проверяя
2698380	2698940	каждый вариант
2698940	2699560	на практике.
2704780	2705520	Дальше.
2706240	2706740	Теперь
2706740	2707140	почему
2707140	2707760	это
2707760	2709140	напрямую
2709140	2709560	относится
2709560	2709860	к вашей
2709860	2710180	задаче.
2710520	2710840	Управление
2710840	2711340	скважинами
2711340	2711680	пластом
2711680	2711840	это,
2711980	2712120	по сути,
2712400	2712640	свое
2712640	2713340	последовательное
2713340	2713780	принятие
2713780	2714240	решений.
2716020	2716640	Настройки,
2716740	2717300	темп закачки,
2717420	2718060	режим добычи
2718060	2718680	меняются
2718680	2719460	раз за разом
2719460	2720040	на протяжении
2720040	2720480	всей жизни
2720480	2721160	месторождения,
2722240	2723400	чтобы
2723400	2724680	максимализировать
2724680	2725280	необходимые
2725280	2726020	нам параметры.
2726800	2727160	И это
2727160	2727420	прямо
2727420	2727980	и естественно
2727980	2728340	ложится
2728340	2729820	в рамки
2729820	2730280	MDP,
2730620	2730900	о которой
2730900	2731220	только что
2731220	2731600	говорили.
2732560	2732840	Это
2732840	2734540	есть
2734540	2735260	уже
2735260	2736460	конкретные
2736460	2737660	опубликованные
2737660	2739080	результаты
2739080	2740180	того,
2740380	2740480	как,
2740580	2740860	например,
2741680	2742180	на основе
2742180	2742580	PPO
2742580	2746040	управляли
2746040	2747080	разработкой
2747080	2747660	месторождения
2747660	2748540	в замкнутом цикле
2748540	2749780	и добили
2749780	2750040	даже
2750040	2750360	некого
2750360	2750860	прироста
2750860	2752600	показателя,
2753840	2754220	при этом
2754220	2758180	на 76%
2758180	2758740	сократив
2758740	2759880	требования
2759880	2760460	к прогону
2760460	2761340	симулятора,
2761460	2762240	чем в традиционном
2762240	2762740	подходе.
2762740	2764160	и
2764160	2764440	также
2764440	2764720	те же
2764720	2764920	авторы
2764920	2765280	показали,
2765400	2765440	что
